Country,Exports_2014,Exports_2015,Exports_2016,Exports_2017,Exports_2018,Exports_2019,Exports_2020,Exports_2021,Exports_2022,Imports_2014,Imports_2015,Imports_2016,Imports_2017,Imports_2018,Imports_2019,Imports_2020,Imports_2021,Imports_2022,Mapped_Country,Trade_balance_2014,Trade_balance_2015,Trade_balance_2016,Trade_balance_2017,Trade_balance_2018,Trade_balance_2019,Trade_balance_2020,Trade_balance_2021,Trade_balance_2022,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,GDP_2022,Inflation_2014,Inflation_2015,Inflation_2016,Inflation_2017,Inflation_2018,Inflation_2019,Inflation_2020,Inflation_2021,Inflation_2022
Tonga,90.455274,90.382874,82.655786,85.710756,89.251086,112.409461,45.80448,72.420609,77.278633,0.879588,0.691749,1.516459,1.044709,0.59606,0.681777,1.32754,5.020478,0.433851,Tonga,89.575686,89.691125,81.13932700000001,84.666047,88.655026,111.727684,44.47694,67.400131,76.844782,439877675.693345,437003006.744784,420548768.072805,460374252.206137,488906860.874058,512053639.842631,484796858.839009,469228124.153914,0.0,2.51087633253703,-1.05399831971282,2.57815515245079,7.5170628355112,5.03209691984875,1.17954334821804,-0.349737696727454,5.64051140636751,10.9713652903022
Tuvalu,60.5726,30.981827,17.065683,34.898165,36.478918,39.548632,18.857791,56.202451,48.517606,7.48227,1.473373,0.84689,0.911527,9.445279,7.843297,7.956002,26.203473,4.353002,Tuvalu,53.09033,29.508454,16.218793,33.986638,27.033639,31.705334999999998,10.901788999999999,29.998978000000005,44.164604,38760972.4230315,36811928.82414,41629064.9653416,45276606.0014551,48015219.9526234,54123195.2727502,51746568.697119,60196366.8066821,60349391.0988033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu,435.004084,144.727725,165.287993,287.275567,136.154374,137.354157,99.411215,195.089399,193.030404,557.394115,824.357319,566.994786,173.714853,100.530731,111.484165,172.315687,200.613045,153.829611,Vanuatu,-122.39003100000008,-679.629594,-401.70679299999995,113.56071400000002,35.62364299999999,25.869991999999982,-72.904472,-5.523646000000014,39.200793000000004,772315986.470477,730870805.20235,780889605.899977,880061830.96959,914736985.430944,936526267.622513,909421043.508407,971636097.850666,983582864.560796,0.798863838096904,2.48326875660446,0.842069084035039,3.08452624403546,2.3309637956687,2.76252019386107,5.32935073101713,2.34328358208955,7.10223129648534
Vietnam,96321.24748,100532.090158,100674.97237,117973.378876,133387.015773,144245.935681,158504.921195,195155.269526,211918.255678,59409.210168,66943.611032,81433.654123,109806.736548,126861.62935,131398.31889,140747.42559879998,170781.095143,178987.81384,Viet Nam,36912.03731200001,33588.479126000006,19241.318247000003,8166.642328000002,6525.386422999989,12847.616791000008,17757.495596200024,24374.174382999976,32930.441838,233451484773.974,239258340825.533,257096001174.075,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229,4.08455446637622,0.631200905175718,2.66824816969083,3.52025688811619,3.53962805942641,2.79582367452244,3.22093436652514,1.83471554810462,3.15650749963111
Asia not specified,2019.941088,4379.216952,6758.000305,6285.294901,2409.08471,1507.487408,945.740312,1180.806926,895.548121,7099.959525,14821.351656,26166.324672,22889.945719,6288.259195,7545.557316,3208.1434653,4359.315354,3929.919438,0,-5080.018437000001,-10442.134704,-19408.324367,-16604.650818,-3879.1744849999995,-6038.069908,-2262.4031533,-3178.508428,-3034.371317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerging and Developing Europe,445289.844337,338590.416263,332103.977042,400586.942032,447742.813989,446451.389302,432124.291042,571531.65656,621040.420785,482231.139612,378186.774698,355764.859103,427365.938904,483875.655663,487464.128228,441105.3556322,603091.257006,739637.937235,0,-36941.29527500004,-39596.358435,-23660.88206100004,-26778.99687199999,-36132.841674000025,-41012.73892600002,-8981.064590200025,-31559.600445999997,-118597.51645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1550.684438,1471.77497,1624.400938,1839.221896,2128.749262,2181.891551,2225.374741,2907.461033,3240.95579,807.535716,596.636922,532.101292,771.1547,779.996062,822.302512,706.1083482,1083.989126,1136.860682,Albania,743.148722,875.1380479999999,1092.299646,1068.067196,1348.7531999999997,1359.5890390000002,1519.2663928000002,1823.471907,2104.095108,13228147516.1168,11386853143.152,11861199830.8396,13019726211.7369,15156424061.9815,15401826080.5183,15162734205.2462,17930565118.8176,18882095517.8768,1.62586504402607,1.89617402592367,1.2754316836742,1.98666133171191,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546,6.72520271530062
"Belarus, Rep. of",26173.634447,18975.785011,18539.704177,23037.141102,27048.055012,26664.380583,22939.980049,31365.171565,24248.133135,22039.833432,16141.587899,16011.367607,19409.901334,21772.797137,22277.234344,21410.910152599998,27599.968188,19611.061586,Belarus,4133.801015000001,2834.197112,2528.3365699999995,3627.239768000003,5275.257874999999,4387.146238999998,1529.069896400004,3765.2033770000016,4637.071549,78812785767.7483,56454895054.6555,47723549319.0842,54725311690.0478,60031163987.191,64410112583.362,61371755326.2351,69673747131.87,72793457588.4367,18.1195543526734,13.5344897649735,11.8365807653497,6.03183725177787,4.87230220550685,5.59815595039853,5.54814357456515,9.46028389623105,15.2096752740809
Bosnia and Herzegovina,3501.699821,2652.095746,2637.789037,2926.963485,3374.153023,3250.373053,3005.301203,4073.556419,4772.202179,1632.56334,1594.344443,1660.365117,1911.448374,2010.910634,1868.56594,1428.7602693,2306.129289,2745.708668,Bosnia and Herzegovina,1869.1364810000002,1057.751303,977.42392,1015.5151110000002,1363.2423889999998,1381.8071129999998,1576.5409337,1767.42713,2026.4935109999997,18558731212.8666,16404352155.614,17116926092.3905,18326376394.0796,20484048415.5019,20482603346.4473,20226030731.0131,23649566069.2355,24527507287.7962,-0.897194054194286,-1.03602303425476,-1.58409999999997,0.810133321953047,1.41710814018026,0.562782154061303,-1.05129600763481,1.98163900587616,14.0208440826771
Bulgaria,13181.224349,12021.407333,13291.706584,16213.043261,17393.49543,16956.082619,15761.776097,21351.971395,25138.63876,12440.662653,10481.203789,10455.008071,12673.54991,12647.583167,13042.069617,12326.3813474,17203.028884,26144.233268,Bulgaria,740.5616960000007,1540.203544,2836.6985129999994,3539.493351000001,4745.912262999998,3914.0130020000015,3435.3947496,4148.942511000001,-1005.5945079999983,57159557804.6461,50828088835.9428,53987487124.3421,59343060705.828,66399602077.1693,68911930627.8977,70404359049.232,84061395658.221,89040398406.3745,-1.41818380264842,-0.104633261008417,-0.798649886453611,2.06159619443137,2.81454473824833,3.10372944796774,1.67244096855762,3.29774435299511,15.3252589264366
Czechoslovakia,26.915503,23.588221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.546856,236.197696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.368647000000003,-212.609475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,30.677564,215.236596,84.871756,61.910041,64.64396,49.34128,56.85435,102.430408,289.025284,417.472357,520.243919,523.148769,622.051449,625.424787,642.524376,538.583453,645.872175,725.121019,Faroe Islands,-386.79479299999997,-305.00732300000004,-438.277013,-560.1414080000001,-560.780827,-593.183096,-481.72910299999995,-543.441767,-436.09573500000005,2914012852.34062,2573906035.59584,2813278761.27524,2980057167.73595,3188601035.1907,3275684065.13139,3248670978.10165,3649878680.22811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gibraltar,2353.938761,2018.501228,1940.842489,1626.41446,1446.086891,1776.301858,1506.347989,1309.294068,2257.303492,264.636429,52.552853,106.966371,167.347812,58.857836,77.355414,198.240415,57.229199,183.636203,Gibraltar,2089.3023319999998,1965.9483750000002,1833.876118,1459.066648,1387.229055,1698.9464440000002,1308.107574,1252.0648689999998,2073.667289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,26087.589053,21889.614161,22367.927615,25710.301416,30554.315947,29793.129744,28582.278373,36525.521644,39408.660383,27133.176125,24405.456233,24587.464928,28774.255619,30772.029794,29762.185732,29261.024235200002,36707.279063,37100.995782,Hungary,-1045.587072000002,-2515.8420719999995,-2219.5373130000007,-3063.954203000001,-217.71384699999908,30.94401199999993,-678.7458622000013,-181.7574190000014,2307.664601000004,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157227094449.074,182275444031.79,178788572067.589,-0.227566270988384,-0.0616446800641176,0.394769306686402,2.34824281150159,2.85024792594642,3.3385863538201,3.3267438576673,5.11096534382858,14.6081439492433
"Kosovo, Rep. of",1262.531801,1034.688638,1145.72168,1324.893829,1436.694604,1378.819821,1286.144404,1808.211133,1937.521076,90.531705,77.786444,122.10092,161.187184,183.114345,177.588581,201.2989559,340.268696,376.143907,Kosovo,1172.000096,956.9021940000001,1023.6207600000001,1163.7066450000002,1253.580259,1201.23124,1084.8454480999999,1467.9424370000002,1561.3771689999999,7074392884.04507,6295845465.35898,6682674062.9615,7180768692.26354,7878762812.20156,7899741278.93571,7717143395.25699,9412034299.23122,9429156201.95851,0.4289578083241,-0.536929392740657,0.273169431045511,1.48823430592309,1.05379773654998,2.67599202639892,0.198227922994858,3.35369139207989,11.5805104542013
"Moldova, Rep. of",4733.112044,3206.11988,3084.314814,3640.844996,4442.804342,4831.716253,4071.79848,5708.927462,7327.94965,1800.920691,1509.247992,1468.844667,1866.78842,2079.300622,2133.620696,1900.4146697,3573.599951,2788.707513,Moldova,2932.191353,1696.8718880000001,1615.4701469999998,1774.0565759999997,2363.50372,2698.0955569999996,2171.3838103,2135.3275109999995,4539.242136999999,9399833207.49341,7798692878.40136,7982450758.03213,9519053158.46404,11253727815.4762,11735774634.4239,11531967881.0624,13692230147.0588,14420947883.5979,5.08878554625874,9.67624033101865,6.35930898037935,6.57022997455603,3.04505397337069,4.83778351428721,3.76597122245349,5.10641129002839,28.7372976766235
Montenegro,1508.407815,1327.957268,1356.434565,1206.5455,914.895068,1102.12498,1572.381628,1807.931922,2414.219138,332.516308,248.291246,320.940615,305.092046,258.654804,300.054748,308.1497129,406.765469,633.762366,Montenegro,1175.891507,1079.666022,1035.49395,901.453454,656.240264,802.070232,1264.2319151000002,1401.166453,1780.456772,4593852089.09567,4054728172.94375,4376929571.63114,4856602178.63413,5506944403.30196,5542053845.29274,4769995511.55242,5861430525.58447,6095978867.69929,-0.71051405171022,1.54869158222488,-0.27138502338526,2.38023599053136,2.61122378263797,0.361563704540798,-0.255655699848551,2.41080198403167,13.0403036347004
"North Macedonia, Republic of",2235.602765,2069.327205,2160.316426,2619.570512,3022.06563,2740.61976,2944.689478,3940.048269,4484.570336,1600.240837,1646.021881,1503.354829,1960.561935,2149.678145,2205.60658,1996.7914513,2802.185147,2945.446348,North Macedonia,635.361928,423.30532400000016,656.9615969999998,659.0085769999998,872.3874850000002,535.0131799999999,947.8980266999997,1137.8631219999997,1539.1239879999998,11362265293.5581,10064519962.5655,10672467073.2873,11307067000.7188,12683068033.1043,12606338448.547,12363580534.6811,13825049831.7959,13563132057.2486,-0.281705032928538,-0.299920475631447,-0.239290787684491,1.3516188967744,1.45831298507127,0.766439573459688,1.20007348888482,3.23074912132919,14.2047173195833
"Poland, Rep. of",52525.927666,44729.131799,46298.332824,55872.71691,68744.936006,67882.611365,66735.962456,95213.70213,109411.656816,40180.336292,34054.561581,35018.934183,41418.733073,44457.985147,45902.727214,44998.93940430001,56820.754266,58776.031951,Poland,12345.591374000003,10674.570218,11279.398641,14453.983837,24286.950859000004,21979.884151000006,21737.023051699987,38392.947864,50635.624865000005,539080532037.142,477111287969.227,470024559638.496,524641206562.004,588779850763.487,596058473058.766,599442783603.187,679441900610.663,688176605954.787,0.0538213132400467,-0.874125874125849,-0.664767331434023,2.07593553673862,1.81295156542681,2.227478809383,3.3744697261859,5.05502704719268,14.4294507575757
Romania,27372.535229,24133.825436,24997.059895,28586.346041,34334.698329,35195.28141,33382.224575,43886.800101,51829.532922,24890.631923,20126.367453,21160.366973,23623.52892,25602.51302,25090.27331,22825.536515099997,30165.976304,34335.930454,Romania,2481.903306,4007.4579830000002,3836.6929219999984,4962.817121,8732.185309,10105.008100000003,10556.688059900003,13720.823797000001,17493.602467999997,199713780259.318,177883897811.434,185287615324.922,210147181055.277,243316050520.725,251017797625.017,251362534092.315,285404683024.537,301261582924.085,1.06830987684293,-0.594156437495137,-1.54479666813904,1.33902121104396,4.62548443137781,3.82785432599428,2.63107311184752,5.05232876096582,13.795488743252
Russian Federation,128080.807119,83739.237592,84099.912951,99878.040827,106903.43736,111001.90082,109020.696167,138845.848783,146054.855745,214319.222933,160288.279486,138328.739419,173666.177276,218245.117887,212121.365236,179199.2525619,256655.256489,377418.187109,Russian Federation,-86238.415814,-76549.04189400001,-54228.826467999985,-73788.136449,-111341.680527,-101119.46441600002,-70178.5563949,-117809.407706,-231363.33136399998,2059241582146.11,1363482179761.17,1276786344534.27,1574199355092.71,1657328764645.93,1693114993990.49,1493075887459.81,1836892075547.52,2240422438363.27,7.82341183865503,15.5344050528404,7.04244762954798,3.68332944412231,2.87829723647886,4.47036660760175,3.38165937237896,6.69445891957619,0.0
"Serbia, Rep. of",7510.937427,6599.469644,6648.800768,8375.238054,9524.794344,10220.832261,10633.43261,13647.421885,17059.306959,7036.419403,6199.196034,6672.076295,8262.745732,8821.1655,8769.491635,9025.381946,11670.386753,13398.39351,Serbia,474.51802399999997,400.2736100000002,-23.275526999999784,112.49232200000006,703.6288440000008,1451.3406259999992,1608.0506640000003,1977.035131999999,3660.9134490000015,47062202241.4378,39655949731.3816,40692661657.284,44179075778.9267,50640662859.4987,51514242775.5241,53356484763.839,63082021205.9295,63501748652.2968,2.08244793880151,1.39235822000187,1.12231397417765,3.13106248590119,1.95984076293803,1.8492298451109,1.57553290083409,4.08510285335103,11.9815117344703
"Türkiye, Rep of",105484.298139,85901.969962,76479.198748,96073.636439,99033.731567,94798.812328,95514.861775,123918.806026,142546.786872,80394.348675,66950.140293,62803.244704,72074.624752,76245.86078,83743.349653,76241.8012127,103503.112109,121802.073676,Turkiye,25089.949464000005,18951.829669,13675.954043999998,23999.01168699999,22787.870786999993,11055.462675000002,19273.0605623,20415.69391700001,20744.713195999997,938934430070.659,864313960482.343,869682954136.208,858988578709.755,778476714087.962,759934804372.319,720288811761.915,819034484303.169,905987824096.127,8.85457271364318,7.6708536484588,7.77513415328334,11.1443110840764,16.3324638988929,15.1768215720023,12.2789574462574,19.5964926913323,72.3088359891207
Yugoslavia,0.982976,4.963706,5.162204,0.0,0.0,0.0,0.0,0.0,0.0,0.239517,30.564513,29.398524,0.0,0.0,0.0,0.0,0.0,0.0,0,0.743459,-25.600807000000003,-24.23632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,40094.836439,24995.099981,23757.419995,29917.528959,35757.33158,34917.91037,31719.957255,43450.41607,35967.17665,44647.87604,31771.83299,27355.755047,32029.726709,34920.257641,36636.623378,36666.0992501,49056.391383,37597.271006,Ukraine,-4553.039601000004,-6776.733009,-3598.3350519999985,-2112.1977499999994,837.0739390000017,-1718.7130079999988,-4946.141995099999,-5605.975313000003,-1630.0943560000014,133503867181.971,91030968761.4155,93355868977.6619,112090503817.399,130891086689.522,153883045524.931,156617719786.254,199765856764.501,160502739236.097,12.0718562874252,48.6998646434423,13.9127101997796,14.4383227488749,10.9518559353179,7.8867174561113,2.7324920941942,9.36313917695229,20.1836366617479
Europe not specified,1573.500981,1580.621886,1584.059576,1676.584304,1617.925634,1709.259246,1164.229412,1668.136247,2651.925598,2198.42838,1256.261031,7104.680772,7667.063659,2244.408355,1891.189262,1871.6817316,2493.064515,1918.372187,0,-624.9273989999999,324.3608549999999,-5520.621196,-5990.479355,-626.4827210000001,-181.93001600000002,-707.4523196,-824.9282680000001,733.5534109999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle East and Central Asia,657028.739871,556458.633147,518759.938039,563704.95697,582660.658426,582454.29675,530538.091084,684805.251872,804646.545124,654255.786937,465706.428476,414094.778032,508609.121418,632915.448938,601368.314817,486764.7758305,694720.70586,940033.393696,0,2772.952934000059,90752.20467100001,104665.16000699997,55095.83555200003,-50254.79051199998,-18914.018066999968,43773.31525349995,-9915.453987999936,-135386.84857199993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Afghanistan, Islamic Rep. of",6979.031724,7068.67775,5773.586152,6279.343795,6101.358838,5955.74985,5950.034371,5673.388278,5545.077556,766.411535,831.555488,1000.55472,985.449376,1165.970224,2208.804886,1810.4141945,1774.889075,2765.104101,Afghanistan,6212.620189,6237.122262,4773.031432,5293.894419,4935.388614,3746.9449640000003,4139.6201765,3898.4992030000003,2779.9734550000003,20550582746.8448,19998143635.873,18019554403.4503,18896353155.8839,18418860354.4238,18904502222.2108,20143451705.7548,14583135236.5744,0.0,4.67399603536339,-0.661709164713696,4.38389195513914,4.9759515055383,0.626149149168811,2.30237251516844,0.0,0.0,0.0
Algeria,20756.123822,19432.028414,21349.480843,22440.669772,24767.981118,22313.190543,18930.999731,21738.175626,26422.816906,10946.609054,6837.495138,5819.936419,7634.453019,10168.910607,10462.559468,6468.792654600001,8758.721391,11912.672173,Algeria,9809.514768000001,12594.533276,15529.544424000002,14806.216753,14599.070511,11850.631075000001,12462.207076399998,12979.454235000001,14510.144733,213809980720.787,165979224316.667,160034212613.438,170096989042.831,174910891124.491,171760290068.157,145743722826.258,163472233245.77,191912889420.911,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,2.41513094083414,7.22606307415476,9.26551551551551
"Armenia, Rep. of",2283.441925,1889.080869,1723.594089,2175.168005,2572.899726,3091.24209,2674.021158,3369.345418,3801.349056,891.54848,869.459287,1175.455983,1438.092812,1705.062038,2093.338094,2297.6962374,2881.930175,2717.70813,Armenia,1391.8934450000002,1019.6215819999999,548.1381059999999,737.0751929999999,867.8376880000001,997.903996,376.32492060000004,487.4152429999999,1083.640926,11609513241.0754,10553337527.7745,10546136240.3952,11527458712.6187,12457940705.3088,13619290545.8131,12641698593.7908,13861409968.835,19502783987.8807,2.98130868933673,3.73169119261695,-1.40360755900906,0.969553268816231,2.52023382001631,1.44344660770702,1.21143577838465,7.18483629443373,8.64091108973845
"Azerbaijan, Rep. of",9631.518821,6553.144156,4542.387815,5505.451457,6612.914779,7236.480345,6725.201983,8253.265973,8944.287109,7614.217755,4313.049044,3580.693303,4984.991244,4664.260837,4117.788834,3884.4007336,5604.467965,6332.625047,Azerbaijan,2017.301066,2240.095112,961.694512,520.4602130000003,1948.653942,3118.691511,2840.8012494,2648.7980079999998,2611.6620620000003,75239737488.8044,53076244754.5037,37867007022.7844,40866632047.8414,47112479289.4186,48174235294.1176,42693000000.0,54825411764.7059,78721058823.5294,1.3734418153318,4.02768573742728,12.4433748584372,12.9359184187334,2.26854690374005,2.61057182799216,2.75980947008126,6.65029912708779,13.8522590144267
"Bahrain, Kingdom of",16299.394249,10716.136559,9265.244871,10056.821936,12434.57546,11763.620264,8759.92044,13717.785772,16597.111426,8906.175148,6110.24613,5176.428238,7081.959361,9020.439259,10021.41979,8438.041919399999,11776.979957,14628.298906,Bahrain,7393.219101000001,4605.890429,4088.8166330000004,2974.862575,3414.1362009999993,1742.2004739999993,321.87852060000114,1940.8058149999997,1968.8125199999995,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37802005319.1489,38653318085.1064,34621807712.766,39303403989.3617,44390820478.7234,2.64755321246194,1.8486274237498,2.78679347602047,1.38671830576397,2.08766938046983,1.00582004702132,-2.31770629331374,-0.606319385140896,3.62574104304492
Djibouti,4362.804964,4247.167554,4478.201193,4740.001896,4760.888144,5614.510399,5021.69151,6890.334821,9004.845942,168.262612,348.898922,158.59604,204.467008,211.264599,197.121702,226.388961,275.094466,328.90479,Djibouti,4194.542352,3898.268632,4319.6051529999995,4535.534888,4549.6235449999995,5417.388696999999,4795.302549,6615.240355,8675.941152,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,3181071153.6622,3372287461.80812,3515109075.46098,1.34186494340156,-0.847389733971994,2.73841208738761,0.568112117084679,0.147970849877116,3.31925372703833,1.77740783806174,1.18191775339801,5.17980847967061
"Egypt, Arab Rep. of",44833.365899,40679.358512,39498.000396,40866.832443,45601.275941,45025.608115,41103.781748,58139.005899,62831.091313,17654.402992,15085.425783,15371.030204,18653.122336,19445.529694,20784.183084,19963.0869117,25028.561978,28476.065009,"Egypt, Arab Rep.",27178.962906999997,25593.932729,24126.970192,22213.710107,26155.746247,24241.425031000002,21140.6948363,33110.443921,34355.026304,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,10.0702154687482,10.370490343517,13.8136062148289,29.5066083940039,14.4014657807421,9.15279959324812,5.04493288977533,5.21404940513043,13.8956609775178
Georgia,6371.393143,5383.246747,5407.004512,6000.084008,6591.491557,6975.93088,5967.76342,7491.81683,8454.39808,1768.038628,1439.177429,1291.393419,1735.438816,1869.155007,2093.452248,3908.6373172,2866.04597,3567.682808,Georgia,4603.354515,3944.069318,4115.611093,4264.645192,4722.33655,4882.478632,2059.1261028000004,4625.77086,4886.715272000001,17627336228.0536,14953675992.6704,15141598622.5692,16242647229.7398,17596922469.9152,17470436258.5131,15842922532.7202,18629365612.096,24605375420.0672,3.06881210379542,4.00357820695098,2.13492713939124,6.03531725272117,2.61524471397664,4.85289821696731,5.2024648897533,9.56691433824767,11.8981654203198
"Iran, Islamic Rep. of",52425.161447,39021.991275,38994.526877,42505.201093,35868.724813,26663.401783,20641.47683,25022.646579,28565.999516,54623.418753,34029.129278,33991.681624,45058.58454,56342.560624,27170.503158,13274.4444223,17096.656868,17596.973007,"Iran, Islamic Rep.",-2198.2573059999995,4992.861997,5002.8452529999995,-2553.383447,-20473.835810999997,-507.10137499999837,7367.0324077000005,7925.989711000002,10969.026509,460382791488.626,408212917871.725,457954614595.24,486630147094.69,327900695065.853,283649531542.631,239735486745.704,359096907772.985,388544468139.733,16.6065532357449,12.4846815611533,7.24542548952983,8.04492437660281,18.0141183371874,39.9073455697783,30.5941390387295,43.3890162681516,0.0
Iraq,31880.455776,26406.365284,22525.208545,27421.219053,26910.588432,28779.50115,27816.860719,31428.181225,39894.05023,42154.507461,28314.330007,24863.017266,34388.405778,51617.620274,52014.270339,46643.8755306,60530.837,88263.032719,Iraq,-10274.051685000002,-1907.964723000001,-2337.8087209999976,-6967.186725,-24707.031842,-23234.769189000002,-18827.014811600002,-29102.655775,-48368.982488999995,228415656174.957,166774104911.48,166602488747.885,187217660050.676,227367469034.031,233636097800.338,180924091442.953,207691599310.345,264182173793.103,2.23597407904678,1.3933302878031,0.556521397155519,0.18405889884764,0.36744148893681,-0.198965380023871,0.574162679425838,6.04186489058039,4.99476596381039
Jordan,15686.096781,12173.833857,10510.952764,11449.639169,12578.127336,12612.404677,10699.09792,14612.632377,20238.677985,5683.11215,5143.522743,4788.088223,4871.629313,5026.802739,5573.331182,5611.9832478,7702.400797,9443.593385,Jordan,10002.984631,7030.311113999999,5722.864541,6578.009856,7551.324597,7039.073495000001,5087.1146722,6910.23158,10795.084599999998,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44503005774.6479,43579916197.1831,45116317042.2535,47451499859.1549,2.89947905006047,-0.876851359704022,-0.778430463054117,3.32389447576096,4.46231108475485,0.761514047265513,0.33329435062843,1.34609377243118,4.22915568897118
"Kazakhstan, Rep. of",32856.900317,23515.726871,21935.853254,28740.41842,29546.606118,32310.166224,31074.736818,39253.067756,39546.952217,29492.207588,18763.507528,15433.24586,20475.909408,25312.404173,27356.1974,25486.343684599997,31275.192078,38827.403521,Kazakhstan,3364.6927289999985,4752.219343000001,6502.607394000001,8264.509012000002,4234.201945000001,4953.968824,5588.393133400004,7977.875677999997,719.548695999998,221415614007.347,184388404428.843,137278320084.171,166805788966.78,179339977517.062,181667185041.48,171082365723.326,197112255360.612,220623001966.686,6.70657829092726,6.66577611541544,14.5460237946149,7.44000437325754,6.01913096570671,5.2454767960839,6.7715458276334,8.04232062780269,0.0
Kuwait,15631.42776,14633.534647,13152.491369,14418.916028,15148.258399,14797.677581,13519.304038,17631.589781,18450.773042,43359.323864,25496.347639,20466.489332,26606.42341,39675.884963,38236.561212,28271.35426,41972.163453,62606.389826,Kuwait,-27727.896104,-10862.812992,-7313.997963000002,-12187.507382,-24527.626564,-23438.883631,-14752.050222,-24340.573672000002,-44155.616784,162650191195.358,114585567439.674,109406169162.833,120687635952.46,138202309918.726,136191752590.897,105948765156.029,136797422273.868,184558274288.737,2.90892672858618,3.27170166092134,3.19839776658371,2.17183298510008,0.543133148199589,1.09184802655847,2.1017295482741,3.42362947609175,3.98064961990327
Kyrgyz Rep.,8645.647699,6760.784121,7845.875541,8365.259395,8692.259101,9815.484741,6219.51662,12296.80478,20891.779527,862.338808,640.904582,741.316069,919.928348,853.251381,941.344575,879.3836682000001,1228.603316,1235.321409,Kyrgyz Republic,7783.308890999999,6119.879539,7104.559472000001,7445.331046999999,7839.00772,8874.140166000001,5340.1329518,11068.201464,19656.458118,7468102369.13654,6678177483.42949,6813095396.14317,7702938395.18458,8271106196.04253,8871019822.76098,7780873258.66887,8740681889.20633,10930644915.2401,7.53424729775882,6.50331838993381,0.388838296895887,3.1753098637994,1.54266145238431,1.13362257718798,6.32542296338083,11.9050398185147,13.9229093174175
Lebanon,8999.005402,8032.908336,8047.748832,8528.92967,8452.464193,7303.977774,5555.027261,7374.24223,9662.630567,3759.002341,2859.764628,2692.259768,2710.740998,2836.865516,2591.326331,2176.8534119,3040.789259,3245.263735,Lebanon,5240.003061000001,5173.1437080000005,5355.489064,5818.188671999999,5615.598677,4712.651443,3378.1738491,4333.452971,6417.366832,48095213746.4677,49929337837.0813,51147308773.9304,53027680685.8375,54901519155.6219,51605959131.3654,31712128253.7961,23131941556.7843,0.0,1.85460421340917,-3.74914524799635,-0.783359624361543,4.32135218303198,6.07698907889605,3.0053894939038,84.8643330472041,154.756096023393,171.205491336641
Libya,10378.287411,7184.743927,5192.462784,4949.803021,7526.897388,9263.967524,6396.398845,9082.508073,10183.191776,2376.641001,2926.340822,3637.981898,3923.208943,7534.521709,8296.82648,4098.9322894,7164.410843,7985.014105,Libya,8001.646409999999,4258.403105,1554.4808860000003,1026.5940779999996,-7.624320999999327,967.141044,2297.4665556,1918.0972300000012,2198.1776709999995,57372352562.4888,48717506272.6981,49912085228.3487,67157451660.2727,76686048499.3527,69254143968.3398,46808208747.2754,39798423941.0335,45752336035.9846,2.43294141599226,10.4022933588151,25.8538742124461,25.8036184788337,13.1702038536721,-2.16217883470589,1.44703656998737,2.86833027751018,4.51030149235695
